Mod:Item:MetaData, Localized Name
ic2:upgrade:6, Улучшение "Затягиватель"
ic2:upgrade:7, Улучшение "Улучшенный затягиватель"
ic2:upgrade:8, Улучшение "Выталкиватель жидкостей"
ic2:upgrade:9, Улучшение "Затягиватель жидкостей"
ic2:upgrade:10, Remote Interface Upgrade
ic2:filled_tin_can, ic2.filled_tin_can.name
ic2:filled_fuel_can, ic2.filled_fuel_can.name
ic2:iodine_tablet, ic2.iodine_tablet.name
ic2:crystal_memory, ic2.crystal_memory.name
ic2:rotor_wood, ic2.rotor_wood.name
ic2:rotor_bronze, ic2.rotor_bronze.name
ic2:rotor_iron, ic2.rotor_iron.name
ic2:rotor_steel, ic2.rotor_steel.name
ic2:rotor_carbon, ic2.rotor_carbon.name
ic2:dynamite, ic2.dynamite.name
ic2:dynamite_sticky, ic2.dynamite_sticky.name
ic2:remote, ic2.remote.name
ic2:pipe:0, Тонкая бронзовая труба
ic2:pipe:0, Малая бронзовая труба
ic2:pipe:0, Средняя бронзовая труба
ic2:pipe:0, Большая бронзовая труба
ic2:pipe:1, Тонкая стальная труба
ic2:pipe:1, Малая стальная труба
ic2:pipe:1, Средняя стальная труба
ic2:pipe:1, Большая стальная труба
ic2:cover:0, Накладной насос низкого напряжения
ic2:cover:1, Накладной насос среднего напряжения
ic2:coke, ic2.coke.name
advanced_machines:sharp_plate, advanced_machines.sharp_plate.name
advanced_solar_panels:advancedsolarhelmet, advanced_solar_panels.solar_helmets.advanced.name
advanced_solar_panels:hybridsolarhelmet, advanced_solar_panels.solar_helmets.hybrid.name
advanced_solar_panels:ultimatesolarhelmet, advanced_solar_panels.solar_helmets.ultimate.name
advanced_solar_panels:crafting:0, Саннариум
advanced_solar_panels:crafting:1, Часть саннариума
advanced_solar_panels:crafting:2, Сплав саннариума
advanced_solar_panels:crafting:3, Излучающий уран
advanced_solar_panels:crafting:4, Обогащённый саннариум
advanced_solar_panels:crafting:5, Сплав обогащённого саннариума
advanced_solar_panels:crafting:6, Излучающая стеклянная панель
advanced_solar_panels:crafting:7, Иридиевая-железная пластина
advanced_solar_panels:crafting:8, Укреплённая иридиевая-железная пластина
advanced_solar_panels:crafting:9, Излучающая укреплённая пластина
advanced_solar_panels:crafting:10, Слиток иридия
advanced_solar_panels:crafting:11, Слиток урана
advanced_solar_panels:crafting:12, MT-ядро
advanced_solar_panels:crafting:13, Квантовое ядро
advanced_solar_panels:double_stone_slab, Каменная плита
ae2stuff:grower, Камера выращивания кристаллов
ae2stuff:inscriber, Продвинутый высекатель
ae2stuff:wireless, Беспроводной соединитель
ae2stuff:wireless_kit, Беспроводной комплект настройки
ae2stuff:visualiser, Инструмент визуализации сети
aeadditions:part.base:0, Прикрепляющийся МЭ накопитель
aeadditions:part.base:1, Прикрепляющийся МЭ энергетическая ячейка
aeadditions:part.base:2, ME Fluid Interface
aeadditions:part.base:3, МЭ шина экспорта по словарю руд
aeadditions:storage.fluid:0, ME 256k Fluid Storage Cell
aeadditions:storage.fluid:1, ME 1024k Fluid Storage Cell
aeadditions:storage.fluid:2, ME 4096k Fluid Storage Cell
aeadditions:storage.physical:0, МЭ 256Кб хранилище
aeadditions:storage.physical:1, МЭ 1024kб хранилище
aeadditions:storage.physical:2, МЭ 4096kб хранилище
aeadditions:storage.physical:3, МЭ 16384kб хранилище
aeadditions:storage.physical:4, МЭ блок-контейнер - Пусто
aeadditions:storage.physical:4, МЭ блок-контейнер - Пусто
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Лава
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленное железо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленное золото
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленная свиносталь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный кобальт
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный ардит
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный маньюлин
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленная слизесталь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая алюминиевая латунь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая латунь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая медь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкое олово
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая бронза
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий цинк
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий свинец
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий никель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкое серебро
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий электрум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленная сталь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий алюминий
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая светящиеся пыль
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая магма
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий азот
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Icy Water ##NEEDS TRANSLATE##
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая кристаллическая вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Радиоактивная вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Чистая вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Заражённая вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий метан
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий замёрзший азот
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий углеводород
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий шоколад
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая карамель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая материя
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая строительная пена
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Хладагент
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Креозот
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Горячий хладагент
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Базальтовая лава
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая биомасса
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Биогаз
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дистиллированная вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Перегретый пар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Пар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тёплая вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Пестицид
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Воздух
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Водород
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Кислород
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тяжёлая вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Milk
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сырая нефть (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сырая нефть (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сырая нефть (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Остаток (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Остаток (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Остаток (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Необработанная нефть (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Необработанная нефть (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Необработанная нефть (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Плотная нефть (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Плотная нефть (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Плотная нефть (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дистиллированная нефть (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дистиллированная нефть (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дистиллированная нефть (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Плотное топливо (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Плотное топливо (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Плотное топливо (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смешанное тяжелое топливо (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смешанное тяжелое топливо (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смешанное тяжелое топливо (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Топливо (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Топливо (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Топливо (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смешанное легкое топливо (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смешанное легкое топливо (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смешанное легкое топливо (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Газообразное топливо (§bпрохладное§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Газообразное топливо (§6горячее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Газообразное топливо (§cжгучее§r)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Purified Water
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Этанол
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Биомасса
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкое стекло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Мёд
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Молотый лёд
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Фруктовый сок
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Молоко
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Растительное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Питный мёд
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленное пламя
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный королевский металл
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Огненная эссенция
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Раскалённая смола
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Топливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий кислород
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий водород
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Бактериальный осадок
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Метан
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Атмосферные газы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий метан
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий кислород
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий азот
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Азот
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Углекислый газ
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Аргон
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий аргон
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Гелий
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Серная кислота
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Evil Infused Iron
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Enchanted Metal
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Demon Metal
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Креозот
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Пар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Разжиженный уголь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сырая нефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Нефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Очищенное топливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сок
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сироп
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смола
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Древесное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Растительное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Бионефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Биотопливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тушёные грибы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Эссенция знаний
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Зелье
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Взрывное зелье
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Туманное зелье
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дестабилизированный красный камень
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Заряженный светящийся камень
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Резонирующий эндериум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Пылающий пиротеум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ледяной криотеум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Невесомый аэротеум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тектонический петротеум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Изначальная мана
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленная платина
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный иридий
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный инвар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный константан
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный синал
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный ламиум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный эндериум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Растительное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Этанол
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Биодизель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий бетон
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный уран
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дизель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Машинная смазка
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Этилированный бензин
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Napalm
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Mithril
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Refined Obsidian
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Refined Glowstone
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Osmium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Manasteel
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Terrasteel
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Elementium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Gaia Spirit
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Yellorium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Cyanite
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Blutonium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Ludicrite
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Psimetal
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Ivory Psimetal
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Ebony Psimetal
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Fluxed Electrum
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Refined Iron
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Tungsten
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Titanium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Chrome
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Advanced Alloy
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Опыт
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Зараженная пурлонитовая вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Зараженная пурлонитовая лава
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сырное молоко
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Газообразное сырное молоко
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Зараженная вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Гелий
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ядерные отходы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дистиллированная вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Soulium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Base Essence
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Inferium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Prudentium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Intermedium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Superium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Molten Supremium
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Пар низкого давления
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Густой пар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сверхплотный пар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ультраплотный пар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Охлаждающая жидкость
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Горячая охлаждающая жидкость
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тяжёлая вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дейтерий
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тритий
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Горячая сырая нефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Высокоароматизированная нефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Горячая высокоароматизированная нефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тяжелое масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Битум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Индустриальное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Мазут
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Восстановленное индустриальное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Бензин
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Гидроразрывающий растворитель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Нафта
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Лигроин
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Керосин
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Природный газ
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Нефтяной газ
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ароматические углеводороды
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ненасыщенные углеводороды
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Биогаз
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Биотопливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Рыбий жир
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Подсолнечное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Коллоид
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: NITAN© 100-октановое супертопливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Гексафторид урана
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Гексафторид плутония
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Трисульфид шрабидия
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Антивещество
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Антишрабидиум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Пероксид водорода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Серная кислота
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Азотная кислота
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Растворитель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Высокоэффективный растворитель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Нитроглицерин
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Осмиридиевый растворитель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ядовитая грязь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Криогель
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ксеноновый газ
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жар-ракетное топливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ртуть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Дейтериево-тритиевая плазма
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Водородно-дейтериевая плазма
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Водородно-тритиевая плазма
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Плутониево-тритиевая плазма
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Ксенон-ртутная плазма
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жар-плазма
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Раствор танталита пандемониума (III)
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкие ядерные отходы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Газообразные ядерные отходы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Стереотипная зелёная слизь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Радиоактивная вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Токсичные отходы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Шрабидиевая кислота
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Кориум
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Вулканическая лава
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Chocolate Liquor
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Milk Chocolate
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Dark Chocolate
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жизненная эссенция
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Склизкие Выбросы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая смерть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Очищающая жидкость
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный камень
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленный обсидиан
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Расплавленная глина
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкая земля
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий изумруд
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Кровь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Синяя слизь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Фиолетовая слизь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Жидкий звездный свет
aeadditions:terminal.fluid.wireless, item.com.the9grounds.aeadditions.terminal.fluid.wireless.name
aeadditions:storage.component:0, 256k ME Storage Component
aeadditions:storage.component:1, 1024k ME Storage Component
aeadditions:storage.component:2, 4096k ME Storage Component
aeadditions:storage.component:3, 16384k ME Storage Component
aeadditions:storage.component:4, 256k ME Fluid Storage Component
aeadditions:storage.component:5, 1024k ME Fluid Storage Component
aeadditions:storage.component:6, 4096k ME Fluid Storage Component
aeadditions:storage.casing:0, Продвинутый корпус хранилища
aeadditions:storage.casing:1, Жидкостный корпус хранилища
aeadditions:fluid.item, item.com.the9grounds.aeadditions.fluid.item.name
aeadditions:storage.fluid.portable:0, МЭ переносное жидкостное хранилище
aeadditions:storage.fluid.portable:0, МЭ переносное жидкостное хранилище
aeadditions:pattern.crafting, item.com.the9grounds.aeadditions.pattern.crafting.name
aeadditions:terminal.universal.wireless, item.com.the9grounds.aeadditions.terminal.universal.wireless.name
aeadditions:certustank, com.the9grounds.aeadditions.block.certustank.name
aeadditions:fluidcrafter, МЭ жидкостный сборщик
aeadditions:fluidfiller, МЭ жидкостный авто-заполнитель
aeadditions:hardmedrive, Взрывоустойчивый МЭ накопитель
aeadditions:vibrantchamberfluid, Жидкостная вибрационная камера
aeadditions:gas_interface, ME Gas Interface
toughasnails:campfire:0, Костёр
toughasnails:rain_collector:0, Сборщик дождя
toughasnails:temperature_coil:0, Охлаждающая катушка
toughasnails:temperature_coil:1, Нагревательная катушка
toughasnails:tan_icon, Иконка TAN
toughasnails:thermometer, Термометр
toughasnails:canteen:0, Canteen
toughasnails:purified_water_bottle:0, Purified Water Bottle
toughasnails:fruit_juice:0, Яблочный сок
toughasnails:fruit_juice:1, Свекольный сок
toughasnails:fruit_juice:2, Кактусовый сок
toughasnails:fruit_juice:3, Морковный сок
toughasnails:fruit_juice:4, Сок хоруса
toughasnails:fruit_juice:5, Сверкающий арбузный сок
toughasnails:fruit_juice:6, Золотой яблочный сок
toughasnails:fruit_juice:7, Золотой морковный сок
toughasnails:fruit_juice:8, Арбузный сок
toughasnails:fruit_juice:9, Тыквенный сок
toughasnails:ice_cube, Ледяной куб
toughasnails:magma_shard, Magma Shard
toughasnails:jelled_slime, Желе
toughasnails:charcoal_filter, Угольный фильтр
toughasnails:wool_helmet, Шерстяной капюшон
toughasnails:wool_chestplate, Шерстяная куртка
toughasnails:wool_leggings, Шерстяные штаны
toughasnails:wool_boots, Шерстяные ботинки
toughasnails:jelled_slime_helmet, Желейный шлем
